symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"BULLGER","HYAekDjBrdvmWjt4ULXUiqNYbxoXWvJeiRqfunWupump","74","0.493750089","","","","","","","","","","","","","","","","","0.000002218","","","","","","","2026-07-09T12:02:20.379Z","","","","","",""
"JOOBI","6wW9bEtm1gH6XZ42LrMvpKZKPJgcH3TR4wfhGs3epump","61","1.97530864","","","","","","","","","","","","","","","","","0.00000221","","","","","","","2026-07-09T12:05:22.737Z","","","","","",""
"DIP","2Tsy6q9mJJo7fpu4WUsGvKETxuKFX1esHNyqhxQepump","56","2","","","","","","","","","","","","","","","","","0.000002211","","","","","","","2026-07-09T12:05:23.742Z","","","","","",""
"BTC","6JNtRSRzGoJ4pjd1hRwb6DczmF3qUBwxEscRSQ48pump","56","2","","","","","","","","","","","","","","","","","0.00000217","","","","","","","2026-07-09T12:05:24.728Z","","","","","",""
"COOPCOIN","4jWEEQ6rtp2fyk9n2ySvcD56QiWpToP2eHFzNKbBpump","72","3.300000001","","","","","","","","","","","","","","","","","0.000004637","","","","","","","2026-07-09T12:05:25.738Z","","","","","",""
"RUSTIE","6ES9AAW3fet4eJKXdn1fhoGYMCQU94GgiQW285wopump","57","5","","","","","","","","","","","","","","","","","0.000002166","","","","","","","2026-07-09T12:06:22.723Z","","","","","",""
"dildo","7pwSPzCN4DA9Rw6SMwk6rEkwKRg57YmGaMsucj13FQNC","72","4","","","","","","","","","","","","","","","","","0.000002216","","","","","","","2026-07-09T12:06:23.722Z","","","","","",""
"PFP","5g33Z2cjGtnZYwTZv4Q1EmvEUPwJZNN1VXRf5b5cpump","59","0.320000001","","","","","","","","","","","","","","","","","0.00005056","","","","","","","2026-07-09T12:06:25.812Z","","","","","",""
"dildo","5dUqKo5U98Ks7ADzN2dL15WALUC4nYWezU91m7sK1Qd1","68","4","","","","","","","","","","","","","","","","","0.000002209","","","","","","","2026-07-09T12:07:20.726Z","","","","","",""
"ANSEM","6Y4ghx6h3u8LZRnazMmkcusDcVrw7rWs919GtitCpump","","","","","","","","","","","","","","","","","","","","","","","","","0.00000222","","","","","","2026-07-09T12:07:21.724Z",""
"NODOG","CMG3udSXv2MSND4Jk63aBsLq941QcU5eCDXcNfTxpump","66","0.493750089","","","","","","","","","","","","","","","","","0.000002175","","","","","","","2026-07-09T12:08:22.708Z","","","","","",""
"COOPCOIN","75i4bdYCQh4pguRv75g4iyDnTXTppTavobykyJG1pump","77","5.000000001","","","","","","","","","","","","","","","","","0.000003917","","","","","","","2026-07-09T12:08:23.724Z","","","","","",""
"Ice","6LUwEcHHoKxgnGrFRYojAiY1NE2pANXp6NpVAgrkCRM9","","","","","","","","","","","","","","","","","","","","","","","","","0.000002168","","","","","","2026-07-09T12:08:24.720Z",""
"BULK","6u8u2MovTVp9n8y32h3EssFMHcFncUW4uk6xS1A8pump","","","","","","","","","","","","","","","","","","","","","","","","","6.627e-7","","","","","","2026-07-09T12:08:25.718Z",""
"COOPCOIN","E8eRU8MjBz2u2Uyi212KMaJJ7q8tU7Bqp9hR8nPhpump","77","5.000000001","","","","","","","","","","","","","","","","","0.000002121","","","","","","","2026-07-09T12:09:19.722Z","","","","","",""
"MENSAT","FwJCRkfPqZSLwvUo2hrrVypj6PKU2xHoDjtktx9zpump","56","1.48148148","","","","","","","","","","","","","","","","","0.000002238","","","","","","","2026-07-09T12:10:22.732Z","","","","","",""
"FSIU","9dgKcKDCQrkG5feL3gE82W8B4cQp9tLs614jw5q5pump","59","1.776900297","","","","","","","","","","","","","","","","","0.000002174","","","","","","","2026-07-09T12:10:23.829Z","","","","","",""
"Wizard5","7dnU22MjmYEG1bDPxZc91vxUiJCjS613qJMit278pump","61","1.97530864","","","","","","","","","","","","","","","","","0.00001073","","","","","","","2026-07-09T12:10:24.728Z","","","","","",""
"ANSEM","4rBXz4Vd25xvmocuTKoZkfVv5WEszX4T6eesBnSzpump","94","29.629629628","","","","","","","","","","","","","","","","","0.00001209","","","","","","","2026-07-09T12:10:25.746Z","","","","","",""
"ANSEM","5y8y3XGrsMca5nPci89Pz239UVyqzH2iKRxyTwAb1CK8","","","","","","","","","","","","","","","","","","","","","","","","","0.000002179","","","","","","2026-07-09T12:11:22.713Z",""
"COOPCOIN","FppF9xhXgUS26SbqE15YKza4m5ZBLZs4KF6MqGpwpump","","","","","","","","","","","","","","","","","","","","","","","","","5.677e-7","","","","","","2026-07-09T12:11:23.789Z",""
"MORNING","8zwpEbPFFdAeCG5zSzRH8qN9m9EMFRTHFmC58kp3N2a7","57","8.999999999","","","","","","","","","","","","","","","","","0.000002216","","","","","","0.000002171","2026-07-09T12:11:24.732Z","","","","","2026-07-09T12:14:18.751Z",""
"Samurai","5tPZSRqRwXEVUcm5UmTAWCrcpcKfiEvUz7JsB7AWpump","61","3","","","","","","","","","","","","","","","","","0.000002274","","","","","","","2026-07-09T12:11:25.716Z","","","","","",""
"Wizard5","5CCmh1LouLYTNU8GD3vdLBzpDeseTaXkc7SLG9Capump","61","1.97530864","","","","","","","","","","","","","","","","","0.000002183","","","","","","","2026-07-09T12:12:22.709Z","","","","","",""
"SATOSHI","3Xt39ZUwSfkCXc9sZWvLq8nwQ9Db3gUBUxxsrubepump","","","","","","","","","","","","","","","","","","","","","","","","","8.569e-7","","","","","","2026-07-09T12:12:23.710Z",""
"MISSLECOIN","22nbqo9o2iNjvetsvACZAQAoJVDbPqPNTdYwkJQypump","","","","","","","","","","","","","","","","","","","","","","","","","3.71e-7","","","","","","2026-07-09T12:12:24.715Z",""
"ASMR","Cqtz2Y4bgv5Fhmqohfeby4dFedyTvSYihKbFWJ7Spump","82","0.150000001","","","","","","","","","","","","","","","","","0.00001091","","","","","","","2026-07-09T12:12:25.729Z","","","","","",""
"LIBERATED","8PtH8X5QnSRR8GZco57XtL94T8vgoL7DXT69FDAkpump","55","3","","","","","","","","","","","","","","","","","0.000005051","","","","","","","2026-07-09T12:13:21.707Z","","","","","",""
"PWEASE","5GCWyBx8HJHQPutpkmRAmNLJ3XBY1Y6m4PUKXnEkpump","56","1.46627566","","","","","","","","","","","","","","","","","0.000004369","","","","","","","2026-07-09T12:13:22.709Z","","","","","",""
"BULL","GmLGbWDSdhtEKMKjtyoLxZXUwnujBkrEADszpc6Xpump","74","3","","","","","","","","","","","","","","","","","0.000003375","","","","","","","2026-07-09T12:13:23.740Z","","","","","",""
"Muhammad","FHGixfCdXycQG85wh2gdtUHDNMA6dwvvkAALrVvRpump","57","2.5","","","","","","","","","","","","","","","","","0.000002325","","","","","","","2026-07-09T12:16:19.795Z","","","","","",""
"Muhammad","6v261i6VsStE87VCUZiCGP6iMZY7Qy3NU2utWN38pump","73","3","","","","","","","","","","","","","","","","","0.000002169","","","","","","","2026-07-09T12:17:21.847Z","","","","","",""
"Muhammad","C6f1ARkBT5FGThKUgLGiBwP7TTWvdi4WwdMaGz5ipump","67","2.962962961","","","","","","","","","","","","","","","","","0.000002169","","","","","","","2026-07-09T12:17:22.791Z","","","","","",""
"BULLINU","4hJuUfQK4HKZXLUBrDCawE5kb7DfGDzxXppHibUSpump","60","0.493750089","","","","","","","","","","","","","","","","","0.000002191","","","","","","","2026-07-09T12:17:23.728Z","","","","","",""
"999","5gRpy9L5dMzF1eQeWsxgYmrGx3AUS4JcaHgRYi2Kpump","61","5","","","","","","","","","","","","","","","","","0.00000227","","","","","","","2026-07-09T12:18:19.740Z","","","","","",""
"Muhammad","DBbfLERf3j1QMENyh2BGPXTExzuVaA4xxz3ji34qpump","67","3","","","","","","","","","","","","","","","","","0.000002206","","","","","","","2026-07-09T12:19:21.778Z","","","","","",""
"hijab","Aax9M31trErm1xvSdfVdgdrSUVxqZUza7sJdgienpump","61","3.1","","","","","","","","","","","","","","","","","0.000002282","","","","","","","2026-07-09T12:19:22.816Z","","","","","",""
"Muhammad","B6uKsYWZ7tRdcVMRyUAbv6MCNJ26NgyqqUvvfJLXpump","55","2.5","","","","","","","","","","","","","","","","","0.00000227","","","","","","","2026-07-09T12:19:23.762Z","","","","","",""
"Slovak","H455fKfwxuvKBXUrJMZKpoGo1UjqGkpSex4AHJ7kpump","58","2.962962961","","","","","","","","","","","","","","","","","0.000002364","","","","","","","2026-07-09T12:22:22.032Z","","","","","",""
"Slovak","FD2bAduE3zcnoGyh4xgggasA1YVoLFM9oda8vkCWpump","60","3","","","","","","","","","","","","","","","","","0.000002175","","","","","","","2026-07-09T12:22:22.299Z","","","","","",""
"Lemur","2hj5oM9yjweVk28oDDiyEQg864Rc2aJDRp9e9nZ8pump","74","2.962962961","","","","","","","","","","","","","","","","","0.000002338","","","","","","","2026-07-09T12:22:22.720Z","","","","","",""
"BULLHOUSE","4T7p6FkxzqUuHsLZbQUFUeCmBCJjDPAdbWo85A52pump","56","0.493750089","","","","","","","","","","","","","","","","","0.00001261","","","","","","","2026-07-09T12:24:21.723Z","","","","","",""
"Slovak","BiEKN3KFzzea2yTJij7jVkJLEs9Mtuf6ZhsGremjpump","59","3","","","","","","","","","","","","","","","","","0.00000227","","","","","","","2026-07-09T12:24:22.705Z","","","","","",""
"Nettspend","51Wqg4Nv1gmnAyf48N2P7ftZGQdVxmo8A9NCTBiEpump","61","2.000000001","","","","","","","","","","","","","","","","","0.000002423","","","","","","","2026-07-09T12:24:23.736Z","","","","","",""
"TigerBull","87WoxwN3bJdaed3BxcRefKJDDcTn9dLoXu2GF5zUpump","61","1.97530864","","","","","","","","","","","","","","","","","0.00001147","","","","","","","2026-07-09T12:25:19.703Z","","","","","",""
"Rob","HX8mZqQpSwaKmQWSsZ9YiKBnmkZidUGX4BMw8mKepump","63","3","","","","","","","","","","","","","","","","","0.000002215","","","","","","","2026-07-09T12:26:20.728Z","","","","","",""
"ROB","88kvxSs8E9DHD4DZ1Tb1j2Y8otS3kFPH1y7AhHfGpump","69","2.962962961","","","","","","","","","","","","","","","","","0.000002326","","","","","","","2026-07-09T12:26:21.882Z","","","","","",""
"Everything","Jq5pdKHjrCwFSswjjFGAugYt9jLygb5gr6UJcjwpump","63","2.962962961","","","","","","","","","","","","","","","","","0.000002191","","","","","","","2026-07-09T12:27:19.788Z","","","","","",""
"Rob","F6RnVud899bZc7yWj2RkgMC3U8dp3A3N1fByjbjupump","56","1.97530864","","","","","","","","","","","","","","","","","0.000002468","","","","","","","2026-07-09T12:28:18.868Z","","","","","",""
"DEXBULL","444DU9GoKvecNsLawYzumfDwqDLyodNkXezCNzBbpump","94","29.629629628","","","","","","","","","","","","","","","","","0.00001321","","","","","","","2026-07-09T12:29:22.732Z","","","","","",""
"SLOVAK","HdDaZ7kJe9U2LT6pKBHDHQdbgafS1EG6kpjEJKr8pump","60","3","","","","","","","","","","","","","","","","","0.000002215","","","","","","","2026-07-09T12:29:23.767Z","","","","","",""
"MILKY","E38jbnzitJAtTPS6WFkwdSwJPcdoWaqEuxBNLHVbpump","55","0.150000001","","","","","","","","","","","","","","","","","0.000004143","","","","","","","2026-07-09T12:29:24.731Z","","","","","",""
"SMH","22ncgTdtvBUAUSgLweSZzDgTW7Ht8Wytqb9xReF7pump","90","19.75","","","","","","","","","","","","","","","","","0.000003607","","","","","","","2026-07-09T12:30:21.757Z","","","","","",""
"CAKE","3qCCxv4czgEmhSGhZHkDF5UW24vfp3bLQ6chXFdYpump","90","0.060000001","","","","","","","","","","","","","","","","","0.00009397","","","","","","","2026-07-09T12:30:22.719Z","","","","","",""
"he","DXMJxanuNhGqGw6dT7eoTEJgV4tum3braY99mu91pump","","","","","","","","","","","","","","","","","","","","","","","","","2.772e-7","","","","","","2026-07-09T12:30:23.716Z",""
"DIH","qYDddEsB8Bw1u1txU7r9gSn9WNHhYocU83CiZT6aCc2","58","3","","","","","","","","","","","","","","","","","0.00000218","","","","","","","2026-07-09T12:31:22.855Z","","","","","",""
"TRAJ","BtX52hh8CKvgy9nmhMAyReKL77gPBiAUmK9LugoCpump","56","10.909090909","","","","","","","","","","","","","","","","","0.000002664","","","","","","","2026-07-09T12:31:23.714Z","","","","","",""
"tony","APH6KCf5YLH5oT4Vm9qY7QjEgsvysV7Ltjoi2BpHpump","","","","","","","","","","","","","","","","","","","","","","","","","3.444e-7","","","","","","2026-07-09T12:31:24.748Z",""
"he","2x8sJ19abGmdjK97Jq3Zgq3B3gLA1AQaqPPwM6iapump","","","","","","","","","","","","","","","","","","","","","","","","","6.103e-7","","","","","","2026-07-09T12:31:25.726Z",""
"Kim","3iA8q39n71gSvWHjCXdfonVrsCD6GYFKkJPPoq9gpump","56","10.909090909","","","","","","","","","","","","","","","","","0.000002711","","","","","","","2026-07-09T12:32:22.773Z","","","","","",""
"he","2o6YhpXdV6yaaNqr1aidMjYRiFbYcSqXwwsPR9vSpump","66","1.500000001","","","","","","","","","","","","","","","","","0.000003809","","","","","","","2026-07-09T12:32:23.712Z","","","","","",""
"ANSEMHOOD","244gmSuGicB8e2TjcXf35PqBQZLEK6Gdt3WH8ZfUpump","56","10.909090909","","","","","","","","","","","","","","","","","0.000003099","","","","","","","2026-07-09T12:32:24.733Z","","","","","",""
"SOLANA","9mLELfgBwTRF9UgdEBZivUhyzvLGr2xh24oqRQ2mpump","72","3","","","","","","","","","","","","","","","","","0.000009161","","","","","","","2026-07-09T12:32:25.751Z","","","","","",""
"WIFE","GUL1nRf3sniypXypPTb9iRGsNHBQMsU2DYku886ppump","67","2.962962961","","","","","","","","","","","","","","","","","0.000002219","","","","","","","2026-07-09T12:33:22.720Z","","","","","",""
"CHESS","GVTvzTHJgUA6RJgkMBaWXH7sFyLfa11t3q6Qfznpump","59","1.776900296","","","","","","","","","","","","","","","","","0.000002221","","","","","","","2026-07-09T12:33:24.720Z","","","","","",""
"SOLANA","J3efe8ne2HFy6q8CtqSjGrHeeCKPBpGy3HEht98Rpump","63","2.962962961","","","","","","","","","","","","","","","","","0.000002275","","","","","","","2026-07-09T12:33:26.209Z","","","","","",""
"Kim","9eYj8dFy5RT14ppHyYGPi8dk71WP9fzQSc4oZikGpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002108","","","","","","2026-07-09T12:34:22.718Z",""
"ROBINBULL","3zo2h7QpRakY7uXq4kKHSTcCkXw6rCRCZfTMkvrRpump","","","","","","","","","","","","","","","","","","","","","","","","","2.843e-7","","","","","","2026-07-09T12:34:23.723Z",""
".sol","9f7LZxEV16feR2b9BL64A3JgC5Xm7UsnM8VexYFLpump","","","","","","","","","","","","","","","","","","","","","","","","","3.271e-7","","","","","","2026-07-09T12:34:24.740Z",""
"HUHCAT","Eb7mmeq4pSq5ekbpLou2wFvvGVyLawRiXvmvr3NSpump","56","10.909090909","","","","","","","","","","","","","","","","","0.000003364","","","","","","","2026-07-09T12:34:25.738Z","","","","","",""
"SUE","G9RzaES8vGoFX7TdMX99pewQHHSa3bzDZ6DqptpPpump","65","0.0001","","","","","","","","","","","","","","","","","0.000002286","","","","","","","2026-07-09T12:35:21.709Z","","","","","",""
"IRIS","4suu8zcDeTWt7kCd6FGY6gN4SiGH1XXFzcirmQkjpump","55","5","","","","","","","","","","","","","","","","","0.000002173","","","","","","","2026-07-09T12:35:22.800Z","","","","","",""
"哈兰葱","FnEcnkACiCcWhKaxzuD1f5G9aWqgsLd2aQw3xBAbpump","56","10.909090909","","","","","","","","","","","","","","","","","0.00001026","","","","","","","2026-07-09T12:35:23.723Z","","","","","",""
"Muhammad","59DQgKWs8hes9gAsXKeE9bbFSo7ZSh4iy6FKWMTXpump","","","","","","","","","","","","","","","","","","","","","","","","","1.495e-7","","","","","","2026-07-09T12:36:21.718Z",""
"he","BVvprmK8SJxBSkq12wDYsvGdJ4HZrY9sweVLtH3wpump","","","","","","","","","","","","","","","","","","","","","","","","","2.737e-7","","","","","","2026-07-09T12:36:22.729Z",""
"Lobby","CgBjbic8tCNQTgfdRSvWKvTgctB7um1yhhrFqmtqpump","57","0.493827159","","","","","","","","","","","","","","","","","0.000003615","","","","","","","2026-07-09T12:36:23.737Z","","","","","",""
"BLYTH","Gur7gCgoP8Lz9YsHkVjc4QTvpJVtq27nCWRWqF5opump","75","4.938271603","","","","","","","","","","","","","","","","","0.000002961","","","","","","","2026-07-09T12:37:22.713Z","","","","","",""
".sol","D6RvUXEqL5Zcu9fproUGM5Xk2vHxN1Xx9962CQPGpump","","","","","","","","","","","","","","","","","","","","","","","","","3.141e-7","","","","","","2026-07-09T12:37:23.710Z",""
"he","5RRuPTKpo6ZtjtAiuiySg5mPyFbRjm5YwjxV3gA2pump","67","2.000000001","","","","","","","","","","","","","","","","","0.000001812","","","","","","","2026-07-09T12:37:24.727Z","","","","","",""
"ROBINBULL","GvUs6US4EyzvmHsqJ6NPSWEoUaUPwQ5YBhuh4Apkpump","56","10.909090909","","","","","","","","","","","","","","","","","0.000003209","","","","","","","2026-07-09T12:37:25.756Z","","","","","",""
"SHIT","H5ZbndGvJqJ359AxdCRBKEPQUDgegXEKXH1BECA7pump","67","3","","","","","","","","","","","","","","","","","0.000004926","","","","","","","2026-07-09T12:38:22.909Z","","","","","",""
"Muse","FxH3iBz8iCiLnXJCR7JzpdQzF4gbWcCeZuGuE5Sgpump","63","4.5","","","","","","","","","","","","","","","","","0.000003381","","","","","","","2026-07-09T12:38:23.122Z","","","","","",""
"Kitty","6ek434u9APG9AWJN98W3cuNFAarSxe8MSwxCFxe9pump","99","3.083247688","","","","","","","","","","","","","","","","","0.000009991","","","","","","","2026-07-09T12:38:23.713Z","","","","","",""
"SUE","8YhAsxMtRtGTeK2mEoKQx2NYWDhkCNCwpcT3nAqgpump","57","0.0001","","","","","","","","","","","","","","","","","0.000002279","","","","","","","2026-07-09T12:38:24.693Z","","","","","",""
"Meow","DNrwspU1etkBrMaqHrygAoQzNvRN7FsWd6b5hoBQLwuW","72","4","","","","","","","","","","","","","","","","","0.000002227","","","","","","","2026-07-09T12:39:22.744Z","","","","","",""
"TRENCHES","AZEmEnBqia3ixj42ZECBFppLKWn2i7JQNf1UmT6hpump","67","2.962962961","","","","","","","","","","","","","","","","","0.000002246","","","","","","","2026-07-09T12:39:23.734Z","","","","","",""
"MTTGA","FqYuFEhSZrCnTExYnd85CaxJZC7Z27ya4S5mivCZGSgu","","","","","","","","","","","","","","","","","","","","","","","","","0.000002183","","","","","","2026-07-09T12:39:24.724Z",""
"ELON","9A7wR6QbNW38nNwMJU2DTwinwup6S8yECuRqCqjQpump","56","10.909090909","","","","","","","","","","","","","","","","","0.000004875","","","","","","","2026-07-09T12:39:25.732Z","","","","","",""
"TRUST","FKE7k2qA2gYigfhriPh6yBcqFJH8ektubAkNFcuspump","","","","","","","","","","","","","","","","","","","","","","","","","8.542e-9","","","","","","2026-07-09T12:40:20.715Z",""
"MetaBacteria","BaKQhSFdfxN4epBZVxZ8w3jSucMkHTDu6xDA5XKipump","56","10.909090909","","","","","","","","","","","","","","","","","0.000004763","","","","","","","2026-07-09T12:40:21.766Z","","","","","",""
"he","HECspmLTjuvP4Qax8CLDc9GhjgJ5szi94v65cYGepump","","","","","","","","","","","","","","","","","","","","","","","","","3.248e-7","","","","","","2026-07-09T12:41:22.861Z",""
"PFP","AJ9jsfBzsZHvucBqVeVCZ2tRJ11NkHJjLTSQxRRYpump","","","","","","","","","","","","","","","","","","","","","","","","","2.147e-7","","","","","","2026-07-09T12:41:23.720Z",""
"he","EB4r3MyV6frmrnmezG3wg3dSbnFckKZhEKRHzZV1pump","","","","","","","","","","","","","","","","","","","","","","","","","3.685e-7","","","","","","2026-07-09T12:41:24.758Z",""
"Bun","8JxznS24BiSF1pxgxh5ev76yqSZPk3hgcyF1s5YUpump","55","0.395061727","","","","","","","","","","","","","","","","","0.00000504","","","","","","","2026-07-09T12:41:25.759Z","","","","","",""
"BILL","2YDRGZQhCMvp4zy5FS24oaawbMsN4u1sQgmgXtqRpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001053","","","","","","2026-07-09T12:42:22.711Z",""
"he","3kaMqSJJxFTzuk4MwnEuDpS3oz9LxT8duTJD8pHrpump","","","","","","","","","","","","","","","","","","","","","","","","","5.397e-7","","","","","","2026-07-09T12:42:23.739Z",""
"HENTAI6900","BMb8ztNHRAkL8F1b64YT1zDBnBhzZtF3G4w4BK9Qpump","56","10.909090909","","","","","","","","","","","","","","","","","0.000004774","","","","","","","2026-07-09T12:42:24.849Z","","","","","",""
"TRUST","DriqPMHbmEgeeScuFBAgBEWWJaKkoH14ufXZAV65pump","","","","","","","","","","","","","","","","","","","","","","","","","6.184e-8","","","","","","2026-07-09T12:42:25.728Z",""
"Solama ","CVE8oue4A9f1XpYCoistV4NTnXgC8BHMCZsJoQnhpump","61","1.97530864","","","","","","","","","","","","","","","","","0.000002181","","","","","","","2026-07-09T12:43:21.936Z","","","","","",""
"BILL","DDdhygQUJHcHHiZsGa3ZfeQ81uSdTKfJpM9fj1Brpump","","","","","","","","","","","","","","","","","","","","","","","","","7.122e-7","","","","","","2026-07-09T12:43:22.696Z",""
"ELON","GLTNpUUT4tHnA8SzpZsN61HyweSV6BMcLt35PhkApump","56","10.909090909","","","","","","","","","","","","","","","","","0.000002554","","","","","","","2026-07-09T12:43:23.704Z","","","","","",""
"BILL","8VSypBvpmj2xzGzNk2q2aKfx2SNNWesy6dwtRsb3pump","77","2.500000001","","","","","","","","","","","","","","","","","0.000003202","","","","","","","2026-07-09T12:44:21.763Z","","","","","",""
